,kind,link,name,pitch,joined,location,market,size,stage,raised,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following,tweets
372,Startup,https://angel.co/company/gns-healthcare,GNS Healthcare,"
Discovering what works in healthcare
",1/1/2014,Cambridge,Big Data Analytics,Nov-50,Series C,25450000,gnshealthcare.com,6.4,3976562.5,1,1,25,0,0,0
373,Startup,https://angel.co/company/quest-analytics,Quest Analytics,"
Powering the healthcare market with validated doctor data
",4/1/2012,Kansas City,Big Data Analytics,51-200,Acquired,24125000,betterdoctor.com,8.153424658,2958879.368,1,1,125,0,0,0
374,Startup,https://angel.co/company/gauss-surgical-1,Gauss Surgical,"
AI-Enabled Platform for Surgery
",9/1/2013,Menlo Park,Computer Vision,Nov-50,Series C,38026000,gausssurgical.com,6.734246575,5646659.886,1,1,25,0,0,0
375,Startup,https://angel.co/company/opencare,Opencare.com,"
Find a top-rated dentist in minutes
",4/1/2013,San Francisco,Online Reservations,Nov-50,Seed,24550000,opencare.com,7.153424658,3431922.635,1,1,25,0,0,0
376,Startup,https://angel.co/company/healthify,Healthify,"
Building a world where no one's health is hindered by their need
",3/1/2013,Remote,Mobile Health,51-200,Series B,32000000,healthify.us,7.238356164,4420893.263,1,1,125,35,4,3
377,Startup,https://angel.co/company/kinsa,Kinsa,"
The world's smartest thermometer
",4/1/2013,San Francisco,Mobile Health,Nov-50,Series B,28600000,kinsahealth.com,7.153424658,3998085.025,1,1,25,15238,3484,8420
378,Startup,https://angel.co/company/healthifyme,HealthifyMe Wellness,"
India and South East Asia's largest and most loved health & fitness app
",12/1/2014,Bengaluru,Fitness,501-1000,Series B,25000000,healthifyme.com,5.484931507,4557942.058,1,1,750,0,0,0
379,Startup,https://angel.co/company/fitmob,fitmob,"
""uber/lyft"" for fitness
",6/1/2013,San Francisco,Fitness,Nov-50,Series A,21250000,fitmob.com,6.98630137,3041666.667,1,1,25,25,0,0
380,Startup,https://angel.co/company/lensgen-inc,"LensGen, Inc.","
Implantable Lens to Treat Presbyopia and Cataracts  
",9/1/2013,Irvine,Healthcare,10-Jan,Series A,23450000,lensgen.com,6.734246575,3482200.976,1,1,5,0,0,0
381,Startup,https://angel.co/company/cornerstone-therapeutics-1,Cornerstone Therapeutics,"
Massachusetts Medical Cannabis
",10/1/2013,Boston,Marijuana,10-Jan,-,30000000,riverrockcolorado.com,6.652054795,4509884.679,1,1,5,0,0,0
382,Startup,https://angel.co/company/walker-company-brands,Walker &amp; Company Brands,"
Making health and beauty simple for people of color
",1/1/2014,Palo Alto,Beauty,Nov-50,Acquired,35700000,walkerandcompany.com,6.4,5578125,1,1,25,0,0,0
383,Startup,https://angel.co/company/eko-11,Eko,"
Craigslist of Healthcare
",1/1/2014,Berkeley,Diagnostics,Nov-50,Seed,27800000,ekohealth.com,6.4,4343750,1,1,25,49,148,70245
384,Startup,https://angel.co/company/luma-health,Luma Health,"
Total patient engagement with Luma Health
",3/1/2015,San Francisco,Doctors,51-200,-,29100000,lumahealth.io,5.238356164,5555177.824,1,1,125,0,0,0
385,Startup,https://angel.co/company/roam-analytics,Roam Analytics,"
Quantifying Language for Modern Healthcare Companies
",9/1/2015,San Mateo,Machine Learning,Nov-50,Series A,22192013,roamanalytics.com,4.734246575,4687549.042,1,1,25,0,0,0
386,Startup,https://angel.co/company/simplehealth,Simple Health,"
Care that fits your life
",1/1/2016,New York City,Mobile Health,51-200,Series B,26000000,"simplehealth.com,",4.4,5909090.909,1,1,125,0,0,0
387,Startup,https://angel.co/company/healthengine-2,HealthEngine,"
Transforming access to healthcare
",10/1/2016,Perth,Technology,51-200,Series C,26700000,careers.healthengine.com.au,3.649315068,7316441.441,1,1,125,5391,1799,2781
388,Startup,https://angel.co/company/validic,Validic,"
Access data from hundreds of health apps, wearables, and medical devices
",5/1/2011,Durham,Health and Insurance,51-200,Series B,18358500,validic.com,9.073972603,2023204.257,1,1,125,6476,2993,8571
389,Startup,https://angel.co/company/lumobodytech,Lumo Bodytech,"
Technology platform optimizing human biomechanics
",11/1/2011,Mountain View,Fitness,Nov-50,Series B,16100000,lumobodytech.com,8.569863014,1878676.471,1,1,25,0,0,0
390,Startup,https://angel.co/company/chewse,Chewse,"
Provides hassle-free, locally-sourced, delicious food, delivered straight to your door
",1/1/2012,Austin,Hospitality,51-200,Series B,16000000,chewse.com,8.402739726,1904140.854,1,1,125,1531,1313,1656
391,Startup,https://angel.co/company/sano,Sano,"
",6/1/2012,San Francisco,Mobile Health,Nov-50,Seed,19500000,sano.co,7.98630137,2441680.961,1,1,25,44,0,15
392,Startup,https://angel.co/company/myfitnesspal,MyFitnessPal,"
Nutrition and fitness tracking
",4/1/2012,San Francisco,Fitness,51-200,Acquired,18000000,myfitnesspal.com,8.153424658,2207661.29,1,1,125,183728,80,13022
393,Startup,https://angel.co/company/onehealth-solutions,OneHealth Solutions,"
Social peer support platform to improve health outcomes
",5/1/2012,Solana Beach,Social Media Platforms,Nov-50,Acquired,16000000,onehealth.com,8.071232877,1982348.948,1,1,25,0,0,0
394,Startup,https://angel.co/company/virtual-health,-,"
We are the technology company changing the face of healthcare as we bring it into the 21st century
",10/1/2012,New York City,Application Platforms,51-200,Series B,19550000,virtualhealth.com,7.652054795,2554869.316,1,1,125,0,0,0
395,Startup,https://angel.co/company/whistle-labs,Whistle Labs,"
Transforming pet care. Backed by science, powered by love
",11/1/2012,San Francisco,Consumer Electronics,51-200,Series B,21000000,whistle.com,7.567123288,2775162.925,1,1,125,0,0,0
396,Startup,https://angel.co/company/humanapi,Human API,"
The easiest way for consumers to connect & share health data with any company
",5/1/2013,San Mateo,Real Time,Nov-50,Series A,16624982,humanapi.co,7.071232877,2351072.619,1,1,25,0,0,0
397,Startup,https://angel.co/company/babyscripts-by-1eq,Babyscripts,"
Virtual Care for Obstetrics
",3/1/2013,Washington DC,Hospitals,Nov-50,Series A,19000000,babyscripts.com,7.238356164,2624905.375,1,1,25,748,483,1078
398,Startup,https://angel.co/company/chartspan,ChartSpan,"
Value-Based Care Management Services
",6/1/2013,Greenville,Mobile Health,51-200,Series A,21150000,ChartSpan.com,6.98630137,3027352.941,1,1,125,0,1,2
399,Startup,https://angel.co/company/figure-1,Figure 1,"
Sharing medical cases saves lives
",6/1/2013,Toronto,mHealth,Nov-50,Series B,21000000,figure1.com,6.98630137,3005882.353,1,1,25,0,0,0
400,Startup,https://angel.co/company/nimalabs,Nima,"
trust your food 
",8/1/2013,San Francisco,Health and Wellness,Nov-50,Series A,17200000,nimasensor.com,6.819178082,2522298.112,1,1,25,209938,1394,46128
401,Startup,https://angel.co/company/savioke,Savioke,"
Delivery Robots
",8/1/2017,San Jose,Robotics,Nov-50,Seed,17000000,savioke.com,2.816438356,6035992.218,1,1,25,2701,1362,5732
402,Startup,https://angel.co/company/aunt-bertha,Aunt Bertha,"
Connecting all people in need with programs that help them
",10/1/2016,Austin,Insurance,51-200,Series C,20800000,auntbertha.com,3.649315068,5699699.7,1,1,125,0,0,0
403,Startup,https://angel.co/company/hellojoany,JOANY,"
Health Insurance, Simple and Transparent
",12/1/2014,Los Angeles,Insurance,Nov-50,Series A,18950000,joany.com,5.484931507,3454920.08,1,1,25,0,0,0
404,Startup,https://angel.co/company/lemonaid-health,Lemonaid Health,"
",8/1/2015,San Francisco,Mobile Health,Nov-50,Series A,17600000,lemonaid.com,4.819178082,3652075.043,1,1,25,0,0,0
405,Startup,https://angel.co/company/sukihq,Suki,"
A voice-based digital assistant for doctors
",6/1/2017,Redwood City,Technology,Nov-50,Seed,20000000,suki.ai,2.983561644,6703397.612,1,1,25,2058,925,18824
406,Startup,https://angel.co/company/godialogue,Dialogue,"
Impactful care/benefits. Affordable, mobile/online, for Canadian companies
",6/1/2016,Montr?©al-Nord,Corporate Wellness,201-500,Series A,16000000,dialogue.co,3.983561644,4016506.19,1,1,350,2817,15,347
407,Startup,https://angel.co/company/trustedhealth,Trusted Health,"
Powering the future of work in healthcare
",4/1/2017,Remote,Human Resources,51-200,Series A,20000000,trustedhealth.com,3.150684932,6347826.087,1,1,125,0,0,0
408,Startup,https://angel.co/company/digital-assent,Digital Assent,"
Helping hospitals improve patient satisfaction and grow their online reputation
",9/1/2012,Atlanta,Reviews and Recommendations,Nov-50,Acquired,12000000,digitalassent.com,7.734246575,1551540.914,1,0,25,0,0,0
409,Startup,https://angel.co/company/elation,Elation Health,"
In defense of the doctor-patient relationship. Focus on phenomenal care with a Clinical First EHR
",6/1/2014,San Francisco,Physicians,Nov-50,Series B,15000000,elationhealth.com,5.98630137,2505720.824,1,1,25,0,0,0
410,Startup,https://angel.co/company/procyrion,Procyrion,"
at the heart of cardiorenal syndrome
",10/1/2012,Houston,Medical Devices,10-Jan,Series B,12900000,procyrion.com,7.652054795,1685821.697,1,1,5,225,154,905
411,Startup,https://angel.co/company/everplans,Everplans,"
A new approach to end-of-life and death
",3/1/2013,New York City,Personal Health,Nov-50,Seed,11920002,everplans.com,7.238356164,1646783.017,1,0,25,1173,870,1650
412,Startup,https://angel.co/company/rxrevu,RxREVU,"
Improving the value of healthcare through better prescribing decisions
",1/1/2014,Denver,Predictive Analytics,Nov-50,Series A,15900000,rxrevu.com,6.4,2484375,1,1,25,1043,1965,815
413,Startup,https://angel.co/company/livesafe,LiveSafe,"
",9/1/2013,-,Sports Stadiums,Nov-50,Series A,15750000,livesafemobile.com,6.734246575,2338791.701,1,1,25,2282,1094,4117
414,Startup,https://angel.co/company/aptible,Aptible,"
Security management tools for modern teams
",6/1/2013,Remote,Software Compliance,Nov-50,Seed,12120000,aptible.com,6.98630137,1734823.529,1,1,25,707,213,359
415,Startup,https://angel.co/company/station-x,Station X,"
Decoding genomes for better healthcare
",10/1/2013,San Francisco,Diagnostics,Nov-50,Series A,15875000,stationxinc.com,6.652054795,2386480.643,1,1,25,0,0,0
416,Startup,https://angel.co/company/epatientfinder,ePatientFinder,"
Analytics Driven Patient Identification for Clinical Trials
",8/1/2013,Austin,Medical Devices,10-Jan,Series B,14975000,epatientfinder.com,6.819178082,2196012.455,1,1,5,463,1524,644
417,Startup,https://angel.co/company/klara-1,Klara,"
Helping doctors and patients communicate with ease
",10/1/2013,Berlin,Messaging,51-200,Series A,14500000,klara.com,6.652054795,2179777.595,1,1,125,237,214,948
418,Startup,https://angel.co/company/sanity_and_self,Sanity &amp; Self,"
An expert-led A.I.-powered platform to heal the world!  
",2/1/2014,San Mateo,Mental Health,Nov-50,Series B,15000000,sanityandself.com,6.315068493,2375271.15,1,1,25,0,0,0
419,Startup,https://angel.co/company/bright-md,Bright.md,"
Automating $150 billion of care delivery
",12/1/2013,Portland,Mobile Health,Nov-50,Series B,11500000,bright.md,6.484931507,1773341.783,1,0,25,0,0,0
420,Startup,https://angel.co/company/coherohealth,Cohero Health,"
Connected health platform empowering respiratory patients
",1/1/2014,New York City,Sensors,10-Jan,Series A,12500000,coherohealth.com,6.4,1953125,1,1,5,0,0,0
421,Startup,https://angel.co/company/pdx-biotech-2,PDx BioTech,"
""Check oil light"" for oral diseases in human and veterinary medicine
",2/1/2014,Lexington,Veterinary,10-Jan,Seed,13800000,perio-dx.com;,6.315068493,2185249.458,1,1,5,0,0,0
422,Startup,https://angel.co/company/motiv,Motiv,"
Keep Living Better
",2/1/2015,San Francisco,Fitness,Nov-50,Acquired,15668000,mymotiv.com,5.315068493,2947845.361,1,1,25,3071,72,2023
423,Startup,https://angel.co/company/resilient-network-systems,Resilient Network Systems,"
Delivering Connected Trust
",6/1/2014,San Francisco,Governments,Nov-50,-,14900000,resilient-networks.com,5.98630137,2489016.018,1,1,25,0,0,0
424,Startup,https://angel.co/company/naked-labs,Naked Labs,"
Visualizing your body by using infrared light to capture your 3d body model
",2/1/2015,Redwood City,Fitness,Nov-50,Series A,14000000,nakedlabs.com,5.315068493,2634020.619,1,1,25,0,0,0
425,Startup,https://angel.co/company/greatist,Greatist,"
Next-gen brand for healthyish millennials
",7/1/2011,New York City,Digital Health,Nov-50,Acquired,8000000,greatist.com,8.906849315,898185.1738,1,0,25,106322,1677,46298
426,Startup,https://angel.co/company/healthloop,HealthLoop,"
Empowering patients for better outcomes and lower costs
",4/1/2013,Mountain View,Mobile Health,Nov-50,Series A,10000000,healthloop.com,7.153424658,1397931.827,1,0,25,2178,1130,2588
427,Startup,https://angel.co/company/doctor-com,Doctor.com,"
The one stop shop for solutions and services for hospitals, clinics, and providers
",6/1/2012,Atlanta,,51-200,Series A,8200000,doctor.com,7.98630137,1026758.148,1,0,125,0,0,0
428,Startup,https://angel.co/company/retracehealth-1,RetraceHealth,"
Personal, convenient, affordable primary care
",4/1/2013,Minneapolis,Technology,10-Jan,Series A,8000000,retracehealth.com,7.153424658,1118345.462,1,0,5,0,0,0
429,Startup,https://angel.co/company/act-md,Activate Care,"
It takes a community
",8/1/2014,Boston,Health Care Information Technology,Nov-50,Series A,8400000,activatecare.com,5.819178082,1443502.825,1,0,25,0,0,0
430,Startup,https://angel.co/company/madaket-health,Madaket Health,"
Connecting healthcare providers, insurance companies and intermediaries
",12/1/2014,Cambridge,B2B,Nov-50,Series B,10000000,madakethealth.com,5.484931507,1823176.823,1,0,25,0,0,0
431,Startup,https://angel.co/company/opternative,Visibly,"
The most convenient way to get a prescription for glasses or contacts
",8/1/2013,Chicago,Eyewear,Nov-50,Series A,9100000,govisibly.com,6.819178082,1334471.675,1,0,25,1,1,0
432,Startup,https://angel.co/company/polymathventures,Polymath Ventures,"
We are the Venture Studio for Latin America
",1/1/2014,Bogota,Corporate Wellness,Nov-50,Pre-Seed,8800000,polymathv.com,6.4,1375000,1,0,25,0,0,0
433,Startup,https://angel.co/company/8fit,8fit,"
Building healthy habits for life
",2/1/2014,Berlin,Fitness,51-200,Series A,9500000,8fit.com,6.315068493,1504338.395,1,0,125,3989,557,3580
434,Startup,https://angel.co/company/vericred,Vericred,"
A healthcare data services company serving the health insurance industry
",9/1/2014,New York City,Information Services,Nov-50,Series A,9725000,vericred.com,5.734246575,1695950.788,1,0,25,507,1714,2470
435,Startup,https://angel.co/company/oration,Oration,"
Disrupting the Business of Healthcare
",6/1/2014,Foster City,Big Data Analytics,Nov-50,Series A,11200000,oration.com,5.98630137,1870938.215,1,0,25,0,0,0
436,Startup,https://angel.co/company/medigo,Medigo,"
The best in international healthcare for you, your family, and business. Live better
",10/1/2014,Berlin,Hospitals,Nov-50,Seed,9300000,medigo.com,5.652054795,1645419.292,1,0,25,381,38,661
437,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",10/1/2015,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054795,1805653.71,1,0,350,23,67,94
438,Startup,https://angel.co/company/peerwell,PeerWell,"
Surgery Optimization Platform for Musculoskeletal Health
",2/1/2015,Austin,Medical Technologies,Nov-50,Series A,8600000,peerwell.co,5.315068493,1618041.237,1,0,25,1087,600,1399
439,Startup,https://angel.co/company/lifen,Lifen,"
",5/1/2017,Paris,Computers,51-200,Series A,9000000,lifen.fr,3.068493151,2933035.714,1,0,125,13,13,5
440,Startup,https://angel.co/company/zenysis,Zenysis,"
Advanced analytics for developing countries
",3/1/2016,San Francisco,International Development,Nov-50,Series A,8003365,zenysis.com,4.235616438,1889539.602,1,0,25,254,288,131
441,Startup,https://angel.co/company/caracare,Cara Care,"
We empower individuals to live a healthier and happier life
",10/1/2017,Berlin,Mobile Health,Nov-50,Series A,9000000,cara.care,2.649315068,3397104.447,1,0,25,0,0,0
442,Startup,https://angel.co/company/simple-habit,Simple Habit,"
On a mission to help people live better, everyday
",4/1/2017,San Francisco,Alternative Medicine,Nov-50,Series A,10000000,simplehabit.com,3.150684932,3173913.043,1,0,25,0,0,0
443,Startup,https://angel.co/company/caremerge,caremerge,"
Healthcare Communication and Care Coordination Platform
",1/1/2012,Chicago,mHealth,Nov-50,Series A,6540000,caremerge.com,8.402739726,778317.5742,1,0,25,2246,1547,4610
444,Startup,https://angel.co/company/carelinx,CareLinx,"
Caregiver Marketplace:  Disrupting the $100B+ in-home care market. AARP Winner!
",5/1/2012,San Francisco,Baby Boomers,10-Jan,Acquired,7000000,carelinx.com,8.071232877,867277.6646,1,0,5,4877,5352,3942
445,Startup,https://angel.co/company/medisafe,Medisafe,"
Leading Personalized Medication Management Platform helping patients manage their health
",6/1/2012,Boston,mHealth,Nov-50,Series A,7000000,medisafe.com,7.98630137,876500.8576,1,0,25,228,198,174
446,Startup,https://angel.co/company/blueboard,Blueboard,"
Employee Recognition for the Modern Workplace. Reward Top Employees with Experiences
",9/1/2012,San Francisco,Human Resources,51-200,Seed,6575000,blueboard.com,7.734246575,850115.1258,1,0,125,1232,1177,3377
447,Startup,https://angel.co/company/lifedojo,LifeDojo,"
The Employee Health Behavior Change Platform
",2/1/2013,San Francisco,B2B,Nov-50,Series A,6400000,lifedojo.com,7.315068493,874906.367,1,0,25,1207,731,1063
448,Startup,https://angel.co/company/tute-genomics,Tute Genomics,"
Cloud-based Genome Analysis for Precision Medicine
",3/1/2013,Provo,Startups,Nov-50,Acquired,7700000,tutegenomics.com,7.238356164,1063777.441,1,0,25,0,0,0
449,Startup,https://angel.co/company/maverix-biomics,Maverix Biomics,"
Next generation genomic data management, exploration, and visualization
",7/1/2013,San Mateo,Bioinformatics,10-Jan,Series A,7350000,maverixbio.com,6.904109589,1064583.333,1,0,5,0,0,0
450,Startup,https://angel.co/company/jaanuu,Jaanuu,"
Medical Apparel Reimagined
",4/1/2013,Los Angeles,Technology,Nov-50,Seed,7625000,Jaanuu.com,7.153424658,1065923.018,1,0,25,0,14,0
451,Startup,https://angel.co/company/zapprx,ZappRx,"
",7/1/2013,Boston,Mobile Payments,Nov-50,Series A,7600000,ZappRx.com,6.904109589,1100793.651,1,0,25,0,0,0
452,Startup,https://angel.co/company/fitstar,FitStar,"
Adaptive fitness applications
",8/1/2013,San Francisco,Fitness,Nov-50,Acquired,6700000,fitstar.com,6.819178082,982523.1016,1,0,25,5,12,1112
453,Startup,https://angel.co/company/dmetrics,dMetrics,"
AI for everyone
",9/1/2016,New York City,Machine Learning,Nov-50,Seed,7930000,dmetrics.com,3.731506849,2125146.843,1,0,25,1,6,4
454,Startup,https://angel.co/company/spryhealth,Spry Health,"
Predicting the progression of disease & clinical risk of people with chronic illnesses
",9/1/2013,Palo Alto,Fitness,Nov-50,Seed,7000000,spryhealth.com,6.734246575,1039462.978,1,0,25,0,0,0
455,Startup,https://angel.co/company/metamason,Metamason,"
Truly Personalized Respiratory Devices via 3D Scanning & Printing
",12/1/2013,Los Angeles,Medical Devices,Nov-50,Seed,6700000,metamason.com,6.484931507,1033164.343,1,0,25,4,1,0
456,Startup,https://angel.co/company/erelevance,eRelevance,"
Progressive Patient Engagement Service for Healthcare Providers
",1/1/2014,Austin,Health Care Information Technology,10-Jan,Seed,7200000,erelevencecorp.com,6.4,1125000,1,0,5,0,0,0
457,Startup,https://angel.co/company/thistle-1,Thistle,"
Healthy and Affordable Preprepared Meals. Delivered
",3/1/2014,San Francisco,Subscription Businesses,201-500,Seed,6650000,thistle.co,6.238356164,1065985.946,1,0,350,70,25,77
458,Startup,https://angel.co/company/nirmidas-biotech,Nirmidas Biotech,"
",2/1/2016,Palo Alto,Diagnostics,10-Jan,Series A,7000000,nirmidas.com,4.315068493,1622222.222,1,0,5,0,0,0
459,Startup,https://angel.co/company/catalia-health,Catalia Health,"
Effective patient care management
",10/1/2014,San Francisco,Medication Adherence,Nov-50,Seed,7750000,cataliahealth.com,5.652054795,1371182.744,1,0,25,0,0,0
460,Startup,https://angel.co/company/hykso,FightCamp (f.k.a Hykso),"
Connected at-home boxing workouts
",5/1/2015,Costa Mesa,Fitness,Nov-50,Seed,6700000,joinfightcamp.com,5.071232877,1321177.742,1,0,25,0,0,0
461,Startup,https://angel.co/company/worklete,Worklete,"
Reducing injuries, costs, and inefficiencies for frontline workforces
",10/1/2015,San Francisco,Corporate Wellness,Nov-50,Series A,7875000,worklete.com,4.652054795,1692800.353,1,0,25,139,90,204
462,Startup,https://angel.co/company/breakthrough-com,Breakthrough,"
Online mental healthcare
",10/1/2010,Redwood City,,10-Jan,Acquired,6000000,breakthrough.com,9.654794521,621452.8944,1,0,5,343,543,270
463,Startup,https://angel.co/company/caredox,CareDox,"
Support K12 schools in health care management
",3/1/2011,New York City,K-12 Education,Nov-50,Seed,6050000,caredox.com,9.24109589,654684.2573,1,0,25,542,370,945
464,Startup,https://angel.co/company/cellscope,CellScope,"
We're turning your smartphone into a digital first aid kit
",5/1/2011,San Francisco,Diagnostics,Nov-50,Series A,5500000,cellscope.com,9.073972603,606129.2271,1,0,25,2150,1077,1143
465,Startup,https://angel.co/company/cureatr,Cureatr,"
Mobile Care Coordination
",6/1/2014,New York City,Health Care Information Technology,Nov-50,Series A,6125000,cureatr.com,5.98630137,1023169.336,1,0,25,556,428,943
466,Startup,https://angel.co/company/everymove,EveryMove,"
Fitness inspiraton & goal motivation 
",7/1/2011,Seattle,Quantified Self,Nov-50,Acquired,6118000,everymove.org,8.906849315,686887.1117,1,0,25,9196,10623,2471
467,Startup,https://angel.co/company/wellnessfx,WellnessFX,"
The Leading Cloud-Based Health and Wellness Destination
",4/1/2012,San Francisco,Personal Health,Nov-50,Acquired,5850000,wellnessfx.com,8.153424658,717489.9194,1,0,25,27595,1412,14494
468,Startup,https://angel.co/company/striiv,Striiv,"
Behavior & Biometric Validation at Scale for Healthcare
",9/1/2013,Redwood City,Mobile Health,Nov-50,Series A,6000000,striiv.com,6.734246575,890968.2669,1,0,25,1230,6,884
469,Startup,https://angel.co/company/fit3d,Fit3D,"
Using 3D scanners, resulting data, and predictive AI solutions to solve massive problems
",2/1/2013,San Mateo,Fitness,Nov-50,Seed,5390000,fit3d.com,7.315068493,736835.206,1,0,25,1447,3944,1513
470,Startup,https://angel.co/company/wildflower-health,Wildflower Health,"
Mobile programs that make healthcare smarter
",12/1/2012,San Francisco,Mobile Health,Nov-50,Series B,5100000,wildflowerhealth.com,7.484931507,681368.9605,1,0,25,0,0,0
471,Startup,https://angel.co/company/inbox-health,Inbox Health,"
Transforming Medical Billing
",2/1/2013,New Haven,Billing,Nov-50,Seed,5175434,inboxhealth.com,7.315068493,707503.1498,1,0,25,0,0,0
472,Startup,https://angel.co/company/rubiconmd,RubiconMD,"
Expert insights and better care. eConsults that connect clinicians to top specialists
",3/1/2013,New York City,Mobile Health,Nov-50,Series A,5300000,rubiconmd.com,7.238356164,732210.4466,1,0,25,6,35,0
473,Startup,https://angel.co/company/smartvisionlabs,Smart Vision Labs,"
building a better vision exam
",1/1/2014,New York City,Mobile Health,Nov-50,Series A,6100000,smartvisionlabs.com,6.4,953125,1,0,25,0,0,0
474,Startup,https://angel.co/company/gozio,Gozio Health,"
Gozio Health provides the #1 patient engagement platform for hospitals and health systems
",4/1/2016,San Francisco,Indoor Positioning,Nov-50,Series A,5700000,goziohealth.com,4.150684932,1373267.327,1,0,25,0,0,0
475,Startup,https://angel.co/company/noteworth,Noteworth,"
Harmonizing healthcare delivery
",1/1/2015,Hoboken,Digital Health,Nov-50,Seed,5100000,noteworth.com,5.4,944444.4444,1,0,25,36,69,28
476,Startup,https://angel.co/company/lose-it-1,Lose It!,"
Mobile health and fitness tracking
",4/1/2015,Boston,Fitness,Nov-50,Series A,5500000,loseit.com,5.153424658,1067251.462,1,0,25,0,0,0
477,Startup,https://angel.co/company/genos-research,Genos Research,"
Consumer Genomics Platform for Personal Discovery and Research
",6/1/2016,San Francisco,Genomics,Nov-50,Acquired,6000000,genosresearch.com,3.983561644,1506189.821,1,0,25,0,0,0
478,Startup,https://angel.co/company/werecover,WeRecover,"
WeRecover is a transparent search engine for addiction recovery resources
",3/1/2017,Los Angeles,Mobile Health,Nov-50,Seed,5250000,WeRecover.com,3.235616438,1622565.622,1,0,25,60,5,172
479,Startup,https://angel.co/company/cognifit,CogniFit,"
CogniFit is a leading developer of online brain training and brain fitness solutions
",8/1/2015,New York City,Pharmaceuticals,10-Jan,Series A,5000000,cognifit.com,4.819178082,1037521.319,1,0,5,23600,163,5404
480,Startup,https://angel.co/company/vitaportal,VitaPortal,"
Provider of Personalized Real-time Healthcare Information
",7/1/2012,Moscow,Mobile Advertising,Nov-50,-,4350000,vitaportal.ru,7.904109589,550346.6205,1,0,25,13,1,437
481,Startup,https://angel.co/company/waybetter,WayBetter,"
Bet on yourself!
",8/1/2012,New York City,Gamification,Nov-50,Series A,4750000,waybetter.com,7.819178082,607480.7288,1,0,25,41,214,226
482,Startup,https://angel.co/company/swift-shift,SWIFT SHIFT,"
Agencies, Caregivers, and Patients: Homecare Connected
",12/1/2012,Philadelphia,,Nov-50,Seed,4700000,swiftshift.com,7.484931507,627928.2577,1,0,25,0,0,0
483,Startup,https://angel.co/company/happier,Happier,"
Focusing on the positive and staying connected to people you care about makes you happier
",1/1/2013,Boston,Personal Health,10-Jan,Seed,4400000,happier.com,7.4,594594.5946,1,0,5,14416,857,9799
484,Startup,https://angel.co/company/newtopia,Newtopia,"
Inspiring individuals to live healthier everyday
",3/1/2013,Toronto,Corporate Wellness,51-200,Seed,5000000,newtopia.com,7.238356164,690764.5723,1,0,125,987,145,3797
485,Startup,https://angel.co/company/kitman-labs,Kitman Labs,"
Powering human performance
",4/1/2013,Menlo Park,Fitness,Nov-50,-,4682500,kitmanlabs.com,7.153424658,654581.5779,1,0,25,0,0,0
486,Startup,https://angel.co/company/transitscreen,TransitScreen,"
Helping corporate workplaces enhance the commute experience
",5/1/2013,Washington DC,Corporate Wellness,Nov-50,Closed,4475000,transitscreen.com,7.071232877,632845.7962,1,0,25,4412,433,9300
487,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",5/1/2013,Chattanooga,Mental Health,10-Jan,Series A,4400000,wecounsel.com,7.071232877,622239.4421,1,0,5,1512,1616,2717
488,Startup,https://angel.co/company/clariture,Clariture,"
Enterprise Healthcare Marketing Platform
",11/1/2013,San Francisco,Social CRM,Nov-50,Series A,4500000,clariturehealth.com,6.567123288,685231.5394,1,0,25,31,36,94
489,Startup,https://angel.co/company/esprit-health,Esprit-Health,"
Apple store service meets Emergency Hospital
",1/1/2014,Texas,Healthcare,10-Jan,Series A,5000000,,6.4,781250,1,0,5,0,0,0
490,Startup,https://angel.co/company/unaliwear,UnaliWear,"
Wearable ""OnStar for People""
",2/1/2014,Austin,Medical Devices,Nov-50,Seed,4600000,unaliwear.com,6.315068493,728416.4859,1,0,25,889,1536,1207
491,Startup,https://angel.co/company/circlelink-health,CircleLink Health,"
Improving Health and Dr. Revenue with Best-in-Class Tele-nursing Platform
",4/1/2014,New York City,Health Care Information Technology,10-Jan,Seed,5000000,circlelinkhealth.com,6.153424658,812555.6545,1,0,5,0,0,0
492,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",12/1/2014,Santa Clara,Medical Devices,Nov-50,Seed,5000000,chaibio.com,5.484931507,911588.4116,1,0,25,338,209,7743
493,Startup,https://angel.co/company/careskore-1,CareSkore,"
Personalized Population Health Management
",1/1/2015,San Francisco,Predictive Analytics,Nov-50,Seed,4300000,careskore.com,5.4,796296.2963,1,0,25,353,906,1296
494,Startup,https://angel.co/company/lifefuels,LifeFuels,"
Personalized beverages, wherever life takes you
",3/1/2015,Reston,Personal Health,Nov-50,Seed,5000000,lifefuels.co,5.238356164,954497.9079,1,0,25,2304,580,2440
495,Startup,https://angel.co/company/plume-labs,Plume Labs,"
Clean air, together
",2/1/2017,San Francisco,Consumer Electronics,Nov-50,Seed,4500000,plumelabs.com,3.312328767,1358560.794,1,0,25,0,0,0
